day_of_week,holiday,time_in_hour,status,previous_status,amount_per_day,full,range_knn,range_rf,day_in_year
7,1,15,7,60,65,0,0,1,298
1,0,10,82,16,94,0,1,4,299
2,0,13,74,55,57,0,0,3,300
3,0,8,86,68,77,1,1,4,301
4,0,18,0,34,68,0,0,1,302
5,0,13,97,58,31,1,1,4,303
6,1,2,53,12,58,0,0,3,304
7,1,10,36,57,11,0,0,2,305
1,0,11,58,90,20,0,0,3,306
2,0,21,73,100,36,0,0,3,307
3,0,8,31,67,34,0,0,2,308
4,0,10,50,31,53,0,0,3,309
5,0,1,22,17,56,0,0,1,310
6,1,22,58,40,92,0,0,3,311
7,1,7,10,12,0,0,0,1,312
1,0,3,49,91,70,0,0,2,313
2,0,9,42,95,9,0,0,2,314
3,0,17,99,49,2,1,1,4,315
4,0,20,44,73,82,0,0,2,316
5,0,16,75,91,11,0,0,3,317
6,1,8,84,78,86,0,1,4,318
7,1,11,12,99,26,0,0,1,319
1,0,16,42,23,96,0,0,2,320
2,0,21,77,35,42,0,1,4,321
3,0,17,49,60,84,0,0,2,322
4,0,9,79,92,51,0,1,4,323
5,0,4,61,51,53,0,0,3,324
6,1,8,88,32,75,1,1,4,325
7,1,21,53,86,66,0,0,3,326
1,0,22,34,93,2,0,0,2,327
2,0,15,60,99,70,0,0,3,328
3,0,11,77,35,83,0,1,4,329
4,0,16,93,21,2,1,1,4,330
5,0,7,83,60,99,0,1,4,331
6,1,13,47,25,10,0,0,2,332
7,1,18,87,4,66,1,1,4,333
1,0,13,73,3,91,0,0,3,334
2,0,7,30,41,40,0,0,2,335
3,0,21,62,67,72,0,0,3,336
4,0,14,56,4,80,0,0,3,337
5,0,0,70,30,60,0,0,3,338
6,1,3,61,92,11,0,0,3,339
7,1,2,49,43,23,0,0,2,340
1,0,15,34,91,17,0,0,2,341
2,0,1,89,8,75,1,1,4,342
3,0,12,1,87,30,0,0,1,343
4,0,14,85,96,19,1,1,4,344
5,0,10,37,11,13,0,0,2,345
6,1,22,100,54,11,1,1,4,346
7,1,0,73,95,60,0,0,3,347
1,0,20,79,19,19,0,1,4,348
2,0,15,40,77,12,0,0,2,349
3,0,23,11,18,45,0,0,1,350
4,0,16,74,65,88,0,0,3,351
5,0,6,80,93,25,0,1,4,352
6,1,7,78,10,89,0,1,4,353
7,1,13,98,61,36,1,1,4,354
1,0,5,81,34,40,0,1,4,355
2,0,9,10,34,38,0,0,1,356
3,0,14,33,17,98,0,0,2,357
4,0,5,72,45,48,0,0,3,358
5,0,2,59,9,34,0,0,3,359
6,1,17,82,10,36,0,1,4,360
7,1,18,99,48,70,1,1,4,361
1,0,8,42,26,49,0,0,2,362
2,0,1,63,65,13,0,0,3,363
3,0,12,87,64,79,1,1,4,364
4,0,1,60,39,35,0,0,3,365
5,0,20,67,61,10,0,0,3,1
6,1,8,96,4,7,1,1,4,2
7,1,16,50,61,17,0,0,3,3
1,0,3,29,42,53,0,0,2,4
2,0,14,6,57,70,0,0,1,5
3,0,16,64,75,39,0,0,3,6
4,0,17,89,13,7,1,1,4,7
5,0,19,43,40,84,0,0,2,8
6,1,11,84,13,47,0,1,4,9
7,1,17,36,67,99,0,0,2,10
1,0,18,83,91,36,0,1,4,11
2,0,0,32,90,54,0,0,2,12
3,0,19,94,34,3,1,1,4,13
4,0,3,57,25,48,0,0,3,14
5,0,22,13,41,87,0,0,1,15
6,1,8,91,84,41,1,1,4,16
7,1,22,63,21,84,0,0,3,17
1,0,10,29,94,72,0,0,2,18
2,0,9,55,0,37,0,0,3,19
3,0,4,40,30,0,0,0,2,20
4,0,14,54,18,66,0,0,3,21
5,0,4,50,0,47,0,0,3,22
6,1,13,91,1,8,1,1,4,23
7,1,1,62,47,84,0,0,3,24
1,0,17,95,57,9,1,1,4,25
2,0,4,36,56,29,0,0,2,26
3,0,4,16,74,86,0,0,1,27
4,0,15,64,25,30,0,0,3,28
5,0,2,94,51,60,1,1,4,29
6,1,2,37,73,36,0,0,2,30
7,1,20,68,50,9,0,0,3,31
1,0,16,47,60,77,0,0,2,32
2,0,8,99,71,90,1,1,4,33
3,0,23,36,83,60,0,0,2,34
4,0,9,2,97,97,0,0,1,35
5,0,9,14,18,3,0,0,1,36
6,1,21,2,49,72,0,0,1,37
7,1,9,71,19,84,0,0,3,38
1,0,11,1,71,11,0,0,1,39
2,0,6,35,97,34,0,0,2,40
3,0,11,96,88,62,1,1,4,41
4,0,13,26,82,14,0,0,2,42
5,0,12,8,19,7,0,0,1,43
6,1,19,70,26,5,0,0,3,44
7,1,11,57,21,43,0,0,3,45
1,0,6,19,93,75,0,0,1,46
2,0,6,78,38,42,0,1,4,47
3,0,21,48,93,2,0,0,2,48
4,0,11,91,79,82,1,1,4,49
5,0,15,60,48,50,0,0,3,50
6,1,13,24,77,33,0,0,1,51
7,1,10,62,4,65,0,0,3,52
1,0,15,65,81,99,0,0,3,53
2,0,22,65,44,31,0,0,3,54
3,0,23,58,90,94,0,0,3,55
4,0,4,17,58,89,0,0,1,56
5,0,5,80,85,30,0,1,4,57
6,1,13,35,95,63,0,0,2,58
7,1,17,29,75,10,0,0,2,59
1,0,12,84,87,40,0,1,4,60
2,0,0,48,73,77,0,0,2,61
3,0,11,92,18,53,1,1,4,62
4,0,13,67,27,45,0,0,3,63
5,0,15,11,99,36,0,0,1,64
6,1,18,4,7,20,0,0,1,65
7,1,15,12,99,14,0,0,1,66
1,0,16,5,28,68,0,0,1,67
2,0,9,57,42,28,0,0,3,68
3,0,11,69,69,65,0,0,3,69
4,0,22,15,23,32,0,0,1,70
5,0,11,27,64,8,0,0,2,71
6,1,19,83,86,91,0,1,4,72
7,1,15,51,75,81,0,0,3,73
1,0,20,36,28,64,0,0,2,74
2,0,7,41,15,63,0,0,2,75
3,0,12,18,43,12,0,0,1,76
4,0,20,56,76,8,0,0,3,77
5,0,15,98,76,36,1,1,4,78
6,1,3,100,58,28,1,1,4,79
7,1,5,62,34,11,0,0,3,80
1,0,10,66,52,15,0,0,3,81
2,0,18,92,82,18,1,1,4,82
3,0,22,27,42,51,0,0,2,83
4,0,3,59,99,82,0,0,3,84
5,0,21,86,80,95,1,1,4,85
6,1,14,2,60,66,0,0,1,86
7,1,13,16,62,96,0,0,1,87
1,0,4,40,28,46,0,0,2,88
2,0,7,90,89,21,1,1,4,89
3,0,23,72,23,47,0,0,3,90
4,0,5,18,78,0,0,0,1,91
5,0,16,86,22,49,1,1,4,92
6,1,17,4,78,85,0,0,1,93
7,1,13,90,69,86,1,1,4,94
1,0,9,36,68,42,0,0,2,95
2,0,5,81,8,96,0,1,4,96
3,0,12,88,94,98,1,1,4,97
4,0,2,53,50,16,0,0,3,98
5,0,0,44,31,1,0,0,2,99
6,1,17,68,85,3,0,0,3,100
7,1,14,39,76,26,0,0,2,101
1,0,16,69,12,24,0,0,3,102
2,0,19,29,21,92,0,0,2,103
3,0,6,62,14,72,0,0,3,104
4,0,20,62,66,58,0,0,3,105
5,0,21,12,90,36,0,0,1,106
6,1,11,61,26,21,0,0,3,107
7,1,17,66,18,86,0,0,3,108
1,0,6,87,39,31,1,1,4,109
2,0,0,71,83,69,0,0,3,110
3,0,12,0,47,98,0,0,1,111
4,0,2,66,13,86,0,0,3,112
5,0,7,34,97,39,0,0,2,113
6,1,18,95,81,94,1,1,4,114
7,1,11,42,34,9,0,0,2,115
1,0,8,27,2,58,0,0,2,116
2,0,0,95,59,31,1,1,4,117
3,0,4,5,80,14,0,0,1,118
4,0,3,90,25,39,1,1,4,119
5,0,4,89,38,42,1,1,4,120
6,1,8,83,35,33,0,1,4,121
7,1,18,15,24,77,0,0,1,122
1,0,13,75,39,51,0,0,3,123
2,0,21,42,21,12,0,0,2,124
3,0,6,60,65,14,0,0,3,125
4,0,21,22,31,59,0,0,1,126
5,0,9,70,67,68,0,0,3,127
6,1,5,44,71,11,0,0,2,128
7,1,23,0,42,43,0,0,1,129
1,0,1,59,10,58,0,0,3,130
2,0,5,83,1,28,0,1,4,131
3,0,3,80,66,25,0,1,4,132
4,0,9,82,80,11,0,1,4,133
5,0,21,14,24,7,0,0,1,134
6,1,22,64,49,51,0,0,3,135
7,1,8,77,98,73,0,1,4,136
1,0,17,94,29,37,1,1,4,137
2,0,13,53,70,26,0,0,3,138
3,0,17,4,51,19,0,0,1,139
4,0,13,98,45,99,1,1,4,140
5,0,18,86,59,3,1,1,4,141
6,1,9,11,89,75,0,0,1,142
7,1,9,16,100,95,0,0,1,143
1,0,22,34,46,96,0,0,2,144
2,0,23,73,18,53,0,0,3,145
3,0,7,5,52,48,0,0,1,146
4,0,16,9,24,87,0,0,1,147
5,0,21,40,4,22,0,0,2,148
6,1,0,25,41,20,0,0,1,149
7,1,10,89,18,23,1,1,4,150
1,0,8,15,19,93,0,0,1,151
2,0,20,39,12,83,0,0,2,152
3,0,14,75,2,88,0,0,3,153
4,0,5,25,8,53,0,0,1,154
5,0,2,27,61,9,0,0,2,155
6,1,5,2,86,100,0,0,1,156
7,1,1,47,47,22,0,0,2,157
1,0,1,68,70,52,0,0,3,158
2,0,8,97,42,59,1,1,4,159
3,0,13,40,1,89,0,0,2,160
4,0,4,43,66,76,0,0,2,161
5,0,3,19,34,9,0,0,1,162
6,1,7,56,85,8,0,0,3,163
7,1,11,68,30,58,0,0,3,164
1,0,19,62,15,90,0,0,3,165
2,0,14,86,27,53,1,1,4,166
3,0,12,43,79,31,0,0,2,167
4,0,17,61,77,60,0,0,3,168
5,0,9,48,19,53,0,0,2,169
6,1,18,63,38,66,0,0,3,170
7,1,13,10,18,43,0,0,1,171
1,0,0,88,89,89,1,1,4,172
2,0,0,53,92,12,0,0,3,173
3,0,13,34,3,64,0,0,2,174
4,0,5,2,53,97,0,0,1,175
5,0,0,56,77,70,0,0,3,176
6,1,15,14,26,62,0,0,1,177
7,1,14,60,3,93,0,0,3,178
1,0,5,55,0,90,0,0,3,179
2,0,5,83,98,48,0,1,4,180
3,0,12,84,95,87,0,1,4,181
4,0,14,59,35,63,0,0,3,182
5,0,0,95,73,72,1,1,4,183
6,1,17,83,71,46,0,1,4,184
7,1,15,95,71,57,1,1,4,185
1,0,14,37,77,34,0,0,2,186
2,0,6,45,46,9,0,0,2,187
3,0,14,8,19,12,0,0,1,188
4,0,9,69,10,77,0,0,3,189
5,0,15,86,30,53,1,1,4,190
6,1,3,25,25,77,0,0,1,191
7,1,3,88,59,38,1,1,4,192
1,0,10,86,22,39,1,1,4,193
2,0,17,76,85,89,0,1,4,194
3,0,3,36,33,1,0,0,2,195
4,0,20,43,83,32,0,0,2,196
5,0,17,93,22,1,1,1,4,197
6,1,23,39,0,84,0,0,2,198
7,1,18,51,91,44,0,0,3,199
1,0,9,41,28,3,0,0,2,200
2,0,6,96,50,24,1,1,4,201
3,0,8,64,3,38,0,0,3,202
4,0,9,2,62,48,0,0,1,203
5,0,8,46,20,24,0,0,2,204
6,1,6,62,30,27,0,0,3,205
7,1,19,65,36,20,0,0,3,206
1,0,6,90,6,56,1,1,4,207
2,0,5,70,86,30,0,0,3,208
3,0,4,92,60,56,1,1,4,209
4,0,22,90,23,94,1,1,4,210
5,0,22,21,17,73,0,0,1,211
6,1,0,6,59,1,0,0,1,212
7,1,5,63,59,36,0,0,3,213
1,0,23,93,66,83,1,1,4,214
2,0,7,64,100,77,0,0,3,215
3,0,20,1,25,100,0,0,1,216
4,0,21,34,98,77,0,0,2,217
5,0,17,6,1,28,0,0,1,218
6,1,4,50,60,16,0,0,3,219
7,1,7,100,22,21,1,1,4,220
1,0,13,39,95,7,0,0,2,221
2,0,5,56,23,21,0,0,3,222
3,0,17,18,62,42,0,0,1,223
4,0,6,16,30,18,0,0,1,224
5,0,6,100,30,17,1,1,4,225
6,1,13,8,29,51,0,0,1,226
7,1,2,74,37,42,0,0,3,227
1,0,22,86,53,26,1,1,4,228
2,0,2,24,36,68,0,0,1,229
3,0,3,42,27,20,0,0,2,230
4,0,10,30,88,9,0,0,2,231
5,0,8,43,56,81,0,0,2,232
6,1,3,88,55,87,1,1,4,233
7,1,11,82,91,16,0,1,4,234
1,0,10,51,11,94,0,0,3,235
2,0,15,75,19,71,0,0,3,236
3,0,1,38,51,97,0,0,2,237
4,0,15,35,61,21,0,0,2,238
5,0,23,1,23,89,0,0,1,239
6,1,1,59,49,36,0,0,3,240
7,1,20,80,49,74,0,1,4,241
1,0,4,45,51,8,0,0,2,242
2,0,8,86,34,92,1,1,4,243
3,0,6,91,72,59,1,1,4,244
4,0,5,90,30,42,1,1,4,245
5,0,14,97,28,23,1,1,4,246
6,1,8,76,2,30,0,1,4,247
7,1,2,54,36,13,0,0,3,248
1,0,23,93,27,3,1,1,4,249
2,0,2,80,76,5,0,1,4,250
3,0,10,75,51,26,0,0,3,251
4,0,10,77,82,15,0,1,4,252
5,0,3,23,38,65,0,0,1,253
6,1,11,59,80,82,0,0,3,254
7,1,20,82,40,65,0,1,4,255
1,0,9,72,33,61,0,0,3,256
2,0,12,46,63,20,0,0,2,257
3,0,15,22,33,35,0,0,1,258
4,0,2,95,52,24,1,1,4,259
5,0,19,80,92,11,0,1,4,260
6,1,15,48,7,48,0,0,2,261
7,1,22,68,76,82,0,0,3,262
1,0,14,98,97,87,1,1,4,263
2,0,13,97,85,65,1,1,4,264
3,0,3,29,6,88,0,0,2,265
4,0,0,65,84,70,0,0,3,266
5,0,7,83,95,36,0,1,4,267
6,1,13,94,87,18,1,1,4,268
7,1,11,100,90,54,1,1,4,269
1,0,11,53,28,11,0,0,3,270
2,0,11,38,77,98,0,0,2,271
3,0,14,16,13,61,0,0,1,272
4,0,18,62,5,20,0,0,3,273
5,0,21,22,52,60,0,0,1,274
6,1,22,31,74,69,0,0,2,275
7,1,19,14,28,0,0,0,1,276
1,0,14,22,85,14,0,0,1,277
2,0,6,12,51,99,0,0,1,278
3,0,13,82,80,72,0,1,4,279
4,0,11,66,78,77,0,0,3,280
5,0,22,63,49,96,0,0,3,281
6,1,16,9,71,66,0,0,1,282
7,1,14,84,19,32,0,1,4,283
1,0,11,52,37,82,0,0,3,284
2,0,11,53,12,2,0,0,3,285
3,0,16,11,53,45,0,0,1,286
4,0,2,12,49,9,0,0,1,287
5,0,14,71,21,81,0,0,3,288
6,1,23,89,86,44,1,1,4,289
7,1,21,31,9,29,0,0,2,290
1,0,17,66,61,4,0,0,3,291
2,0,12,87,51,19,1,1,4,292
3,0,19,76,64,50,0,1,4,293
4,0,1,13,65,30,0,0,1,294
5,0,13,84,56,7,0,1,4,295
6,1,0,51,65,32,0,0,3,296
7,1,7,12,51,60,0,0,1,297
1,0,22,21,37,49,0,0,1,298
2,0,20,55,33,9,0,0,3,299
3,0,12,69,65,80,0,0,3,300
4,0,23,43,30,33,0,0,2,301
5,0,14,25,24,46,0,0,1,302
6,1,7,34,7,61,0,0,2,303
7,1,14,39,37,25,0,0,2,304
1,0,11,100,71,84,1,1,4,305
2,0,23,15,37,15,0,0,1,306
3,0,2,65,3,13,0,0,3,307
4,0,0,63,37,75,0,0,3,308
5,0,22,56,51,14,0,0,3,309
6,1,9,99,12,67,1,1,4,310
7,1,18,80,52,96,0,1,4,311
1,0,10,23,48,94,0,0,1,312
2,0,2,70,80,63,0,0,3,313
3,0,21,5,21,98,0,0,1,314
4,0,0,98,71,46,1,1,4,315
5,0,13,77,74,20,0,1,4,316
6,1,2,41,37,17,0,0,2,317
7,1,10,83,8,94,0,1,4,318
1,0,8,8,54,26,0,0,1,319
2,0,6,16,14,53,0,0,1,320
3,0,9,6,59,12,0,0,1,321
4,0,3,17,76,4,0,0,1,322
5,0,12,91,13,45,1,1,4,323
6,1,22,39,21,1,0,0,2,324
7,1,14,19,0,88,0,0,1,325
1,0,16,20,25,51,0,0,1,326
2,0,17,13,61,31,0,0,1,327
3,0,11,90,47,83,1,1,4,328
4,0,20,87,48,82,1,1,4,329
5,0,7,69,21,24,0,0,3,330
6,1,5,18,7,8,0,0,1,331
7,1,11,4,9,80,0,0,1,332
1,0,5,78,55,50,0,1,4,333
2,0,9,46,2,81,0,0,2,334
3,0,10,21,66,83,0,0,1,335
4,0,0,43,5,65,0,0,2,336
5,0,18,98,23,10,1,1,4,337
6,1,10,24,83,49,0,0,1,338
7,1,7,72,80,89,0,0,3,339
1,0,8,57,5,87,0,0,3,340
2,0,21,67,31,65,0,0,3,341
3,0,18,27,75,48,0,0,2,342
4,0,12,18,33,33,0,0,1,343
5,0,19,74,71,87,0,0,3,344
6,1,13,11,56,37,0,0,1,345
7,1,10,24,31,21,0,0,1,346
1,0,16,42,83,75,0,0,2,347
2,0,19,39,91,50,0,0,2,348
3,0,6,56,36,81,0,0,3,349
4,0,21,2,12,25,0,0,1,350
5,0,5,37,35,78,0,0,2,351
6,1,12,83,52,87,0,1,4,352
7,1,14,40,44,34,0,0,2,353
1,0,19,60,41,36,0,0,3,354
2,0,10,95,85,88,1,1,4,355
3,0,19,32,27,89,0,0,2,356
4,0,2,45,95,77,0,0,2,357
5,0,20,9,66,9,0,0,1,358
6,1,1,35,71,88,0,0,2,359
7,1,2,4,42,99,0,0,1,360
1,0,13,95,89,20,1,1,4,361
2,0,3,60,15,1,0,0,3,362
3,0,6,76,76,79,0,1,4,363
4,0,20,91,92,61,1,1,4,364
5,0,14,22,22,100,0,0,1,365
6,1,16,41,77,1,0,0,2,1
7,1,22,17,28,91,0,0,1,2
1,0,13,66,84,13,0,0,3,3
2,0,14,53,80,62,0,0,3,4
3,0,0,24,98,24,0,0,1,5
4,0,3,79,38,81,0,1,4,6
5,0,14,55,63,38,0,0,3,7
6,1,22,83,36,29,0,1,4,8
7,1,14,37,89,14,0,0,2,9
1,0,17,5,65,88,0,0,1,10
2,0,4,95,52,99,1,1,4,11
3,0,3,14,71,89,0,0,1,12
4,0,4,43,72,3,0,0,2,13
5,0,5,32,47,16,0,0,2,14
6,1,0,16,79,59,0,0,1,15
7,1,3,41,37,9,0,0,2,16
1,0,17,7,3,67,0,0,1,17
2,0,2,31,55,99,0,0,2,18
3,0,10,6,21,86,0,0,1,19
4,0,20,64,81,30,0,0,3,20
5,0,10,59,65,13,0,0,3,21
6,1,17,54,72,22,0,0,3,22
7,1,13,4,12,69,0,0,1,23
1,0,14,23,45,43,0,0,1,24
2,0,16,100,80,86,1,1,4,25
3,0,0,22,26,74,0,0,1,26
4,0,3,84,79,94,0,1,4,27
5,0,4,13,31,38,0,0,1,28
6,1,18,30,100,92,0,0,2,29
7,1,15,3,96,98,0,0,1,30
1,0,1,10,42,27,0,0,1,31
2,0,2,83,10,60,0,1,4,32
3,0,19,82,84,20,0,1,4,33
4,0,10,23,83,78,0,0,1,34
5,0,6,56,88,36,0,0,3,35
6,1,10,63,37,63,0,0,3,36
7,1,0,31,36,42,0,0,2,37
1,0,21,66,53,42,0,0,3,38
2,0,12,63,47,24,0,0,3,39
3,0,2,16,63,26,0,0,1,40
4,0,0,14,7,82,0,0,1,41
5,0,0,36,2,1,0,0,2,42
6,1,0,91,95,10,1,1,4,43
7,1,20,46,23,29,0,0,2,44
1,0,10,32,34,63,0,0,2,45
2,0,10,44,44,9,0,0,2,46
3,0,3,51,71,88,0,0,3,47
4,0,1,27,46,76,0,0,2,48
5,0,13,12,31,48,0,0,1,49
6,1,10,98,21,78,1,1,4,50
7,1,9,87,64,44,1,1,4,51
1,0,2,75,26,64,0,0,3,52
2,0,3,62,90,13,0,0,3,53
3,0,5,17,53,26,0,0,1,54
4,0,7,41,9,72,0,0,2,55
5,0,5,52,77,99,0,0,3,56
6,1,18,36,35,59,0,0,2,57
7,1,13,93,63,99,1,1,4,58
1,0,10,70,16,16,0,0,3,59
2,0,6,39,99,39,0,0,2,60
3,0,20,94,99,64,1,1,4,61
4,0,10,64,98,92,0,0,3,62
5,0,20,84,29,40,0,1,4,63
6,1,19,7,76,91,0,0,1,64
7,1,23,35,82,43,0,0,2,65
1,0,14,97,49,84,1,1,4,66
2,0,14,8,65,5,0,0,1,67
3,0,4,67,72,19,0,0,3,68
4,0,23,24,54,44,0,0,1,69
5,0,18,44,99,97,0,0,2,70
6,1,5,9,33,79,0,0,1,71
7,1,15,99,76,90,1,1,4,72
1,0,19,73,92,24,0,0,3,73
2,0,15,0,3,27,0,0,1,74
3,0,12,16,50,17,0,0,1,75
4,0,2,69,25,37,0,0,3,76
5,0,0,38,38,86,0,0,2,77
6,1,7,8,37,35,0,0,1,78
7,1,19,100,4,75,1,1,4,79
1,0,3,53,84,5,0,0,3,80
2,0,14,97,13,83,1,1,4,81
3,0,12,72,49,97,0,0,3,82
4,0,11,82,79,95,0,1,4,83
5,0,1,68,72,23,0,0,3,84
6,1,16,78,75,28,0,1,4,85
7,1,23,70,28,58,0,0,3,86
1,0,3,17,12,23,0,0,1,87
2,0,0,27,26,68,0,0,2,88
3,0,12,86,11,14,1,1,4,89
4,0,2,68,19,36,0,0,3,90
5,0,16,69,2,80,0,0,3,91
6,1,1,79,9,80,0,1,4,92
7,1,8,61,68,19,0,0,3,93
1,0,4,22,56,94,0,0,1,94
2,0,17,0,60,96,0,0,1,95
3,0,22,43,60,37,0,0,2,96
4,0,3,100,16,94,1,1,4,97
5,0,2,28,61,81,0,0,2,98
6,1,19,42,25,14,0,0,2,99
7,1,16,47,14,11,0,0,2,100
1,0,22,4,73,2,0,0,1,101
2,0,1,7,30,46,0,0,1,102
3,0,4,0,92,3,0,0,1,103
4,0,6,91,23,8,1,1,4,104
5,0,13,47,35,20,0,0,2,105
6,1,19,40,64,100,0,0,2,106
7,1,0,13,31,79,0,0,1,107
1,0,16,62,29,27,0,0,3,108
2,0,3,0,54,47,0,0,1,109
3,0,9,58,78,85,0,0,3,110
4,0,16,47,84,86,0,0,2,111
5,0,12,46,68,63,0,0,2,112
6,1,14,70,0,29,0,0,3,113
7,1,6,100,10,94,1,1,4,114
1,0,21,25,76,65,0,0,1,115
2,0,3,11,65,67,0,0,1,116
3,0,18,71,70,60,0,0,3,117
4,0,2,29,44,63,0,0,2,118
5,0,5,73,45,88,0,0,3,119
6,1,20,56,83,89,0,0,3,120
7,1,19,62,2,2,0,0,3,121
1,0,16,0,12,51,0,0,1,122
2,0,15,95,56,85,1,1,4,123
3,0,13,3,44,87,0,0,1,124
4,0,0,20,34,91,0,0,1,125
5,0,7,67,59,84,0,0,3,126
6,1,2,86,43,3,1,1,4,127
7,1,12,68,5,62,0,0,3,128
1,0,6,9,48,53,0,0,1,129
2,0,5,85,27,52,1,1,4,130
3,0,17,89,29,2,1,1,4,131
4,0,8,93,81,47,1,1,4,132
5,0,3,6,34,92,0,0,1,133
6,1,6,55,38,82,0,0,3,134
7,1,13,92,82,95,1,1,4,135
1,0,11,34,17,60,0,0,2,136
2,0,9,25,71,60,0,0,1,137
3,0,15,52,42,50,0,0,3,138
4,0,14,94,98,16,1,1,4,139
5,0,8,60,30,24,0,0,3,140
6,1,9,27,20,98,0,0,2,141
7,1,23,49,43,47,0,0,2,142
1,0,17,36,83,61,0,0,2,143
2,0,22,56,67,81,0,0,3,144
3,0,1,67,2,85,0,0,3,145
4,0,3,70,40,66,0,0,3,146
5,0,6,58,63,22,0,0,3,147
6,1,18,36,74,75,0,0,2,148
7,1,14,28,32,73,0,0,2,149
1,0,14,7,56,46,0,0,1,150
2,0,1,28,87,15,0,0,2,151
3,0,0,16,42,68,0,0,1,152
4,0,9,91,60,28,1,1,4,153
5,0,15,45,36,68,0,0,2,154
6,1,10,55,8,80,0,0,3,155
7,1,16,92,42,52,1,1,4,156
1,0,0,15,28,86,0,0,1,157
2,0,19,81,19,41,0,1,4,158
3,0,17,46,29,81,0,0,2,159
4,0,16,8,90,25,0,0,1,160
5,0,17,94,90,52,1,1,4,161
6,1,18,36,76,78,0,0,2,162
7,1,20,25,65,92,0,0,1,163
1,0,22,65,74,50,0,0,3,164
2,0,14,25,91,20,0,0,1,165
3,0,12,42,1,0,0,0,2,166
4,0,11,56,16,64,0,0,3,167
5,0,20,84,93,85,0,1,4,168
6,1,15,42,21,79,0,0,2,169
7,1,5,92,5,70,1,1,4,170
1,0,4,61,93,65,0,0,3,171
2,0,9,61,75,37,0,0,3,172
3,0,22,95,11,61,1,1,4,173
4,0,0,51,98,64,0,0,3,174
5,0,6,77,43,38,0,1,4,175
6,1,2,47,76,2,0,0,2,176
7,1,22,47,79,73,0,0,2,177
1,0,13,98,7,17,1,1,4,178
2,0,6,11,14,55,0,0,1,179
3,0,16,64,89,52,0,0,3,180
4,0,3,97,31,51,1,1,4,181
5,0,0,4,37,24,0,0,1,182
6,1,17,21,91,89,0,0,1,183
7,1,14,85,70,8,1,1,4,184
1,0,15,10,38,11,0,0,1,185
2,0,1,23,23,77,0,0,1,186
3,0,13,28,78,49,0,0,2,187
4,0,12,39,62,92,0,0,2,188
5,0,11,53,62,4,0,0,3,189
6,1,15,12,47,58,0,0,1,190
7,1,17,34,52,14,0,0,2,191
1,0,23,3,60,95,0,0,1,192
2,0,2,42,38,74,0,0,2,193
3,0,21,34,40,79,0,0,2,194
4,0,19,22,19,35,0,0,1,195
5,0,22,66,18,100,0,0,3,196
6,1,21,90,78,65,1,1,4,197
7,1,22,53,45,29,0,0,3,198
1,0,19,1,34,47,0,0,1,199
2,0,9,88,89,3,1,1,4,200
3,0,12,72,94,41,0,0,3,201
4,0,1,3,38,36,0,0,1,202
5,0,2,14,49,62,0,0,1,203
6,1,7,81,91,62,0,1,4,204
7,1,17,13,56,61,0,0,1,205
1,0,1,52,31,7,0,0,3,206
2,0,15,64,38,17,0,0,3,207
3,0,6,94,18,80,1,1,4,208
4,0,14,78,99,27,0,1,4,209
5,0,0,71,90,20,0,0,3,210
6,1,3,1,50,55,0,0,1,211
7,1,4,22,3,35,0,0,1,212
1,0,6,51,81,57,0,0,3,213
2,0,16,31,88,45,0,0,2,214
3,0,2,92,63,41,1,1,4,215
4,0,14,69,17,32,0,0,3,216
5,0,16,48,68,6,0,0,2,217
6,1,10,15,41,46,0,0,1,218
7,1,7,75,34,16,0,0,3,219
1,0,17,92,20,90,1,1,4,220
2,0,16,14,78,77,0,0,1,221
3,0,21,75,15,75,0,0,3,222
4,0,13,63,54,1,0,0,3,223
5,0,6,75,7,60,0,0,3,224
6,1,21,39,3,65,0,0,2,225
7,1,19,69,65,48,0,0,3,226
1,0,18,37,12,77,0,0,2,227
2,0,17,95,6,69,1,1,4,228
3,0,7,45,32,77,0,0,2,229
4,0,23,54,89,51,0,0,3,230
5,0,3,34,76,40,0,0,2,231
6,1,8,8,13,10,0,0,1,232
7,1,5,76,85,36,0,1,4,233
1,0,12,60,6,26,0,0,3,234
2,0,11,58,33,40,0,0,3,235
3,0,19,50,24,43,0,0,3,236
4,0,15,80,60,71,0,1,4,237
5,0,12,19,76,41,0,0,1,238
6,1,21,57,81,6,0,0,3,239
7,1,15,16,72,12,0,0,1,240
1,0,20,99,35,64,1,1,4,241
2,0,17,74,59,80,0,0,3,242
3,0,22,84,60,87,0,1,4,243
4,0,19,40,51,6,0,0,2,244
5,0,12,94,4,66,1,1,4,245
6,1,3,8,100,38,0,0,1,246
7,1,16,71,7,15,0,0,3,247
1,0,14,80,73,50,0,1,4,248
2,0,7,74,12,87,0,0,3,249
3,0,20,98,36,41,1,1,4,250
4,0,16,11,19,90,0,0,1,251
5,0,0,82,75,80,0,1,4,252
6,1,3,50,26,60,0,0,3,253
7,1,23,50,84,94,0,0,3,254
1,0,8,78,60,28,0,1,4,255
2,0,8,37,41,5,0,0,2,256
3,0,6,1,43,93,0,0,1,257
4,0,1,90,84,6,1,1,4,258
5,0,9,61,73,20,0,0,3,259
6,1,22,78,39,38,0,1,4,260
7,1,10,79,97,29,0,1,4,261
1,0,21,12,24,2,0,0,1,262
2,0,10,43,43,38,0,0,2,263
3,0,14,22,77,2,0,0,1,264
